SKU,Parent_SKU,Parent_SKU Name,Product_Name,Brand,Category,Sub_Category,Model_Number,MRP,Purchase Price,Profit % Multiplier,Selling_Price,Stock_Quantity,Attribute_Color,Attribute_Storage,Attribute_RAM,Filter_OS,Filter_Screen_Size_inch,Filter_Display_Type,Filter_Processor,Filter_Primary_Camera_MP,Filter_Battery_mAh,Filter_Network_Type,Technical Specification,Short_Description,Long_Description,Whats_In_The_Box,Image_URL_1,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Image_URL_6,Video_URL_1,Video_URL_2,HSN_Code,GST_Rate,Shipping_Weight_kg,Shipping_Dimensions_cm,URL_Slug,Meta_Title,Meta_Description
SAM_S23_256-PB,SAM-S23,Samsung Galaxy S23,"Samsung Galaxy S23 5G (Phantom Black, 8GB, 256GB)",Samsung,Mobiles,Smartphones,SM-S911BZKC,,,,,,Phantom Black,256GB,8GB,Android 13,6.1,Dynamic Amoled 2X,Qualcomm Snapdragon 8 Gen 2,50,3900,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s23/buy/product_color_phantom_black.png?imwidth=480,https://images.samsung.com/is/image/samsung/p6pim/in/sm-s911bzkbins/gallery/in-galaxy-s23-s911-sm-s911bzkbins-535265901?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s23/buy/DM1-web-1.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s23/buy/DM1-web-3.jpg?imbypass=true,,,,,,,,,,,
SAM_S23_256-PB,SAM-S23,Samsung Galaxy S23,"Samsung Galaxy S23 5G (Phantom Black, 8GB, 128GB)",Samsung,Mobiles,Smartphones,SM-S911BZKB,,,,,,Phantom Black,128GB,8GB,Android 13,6.1,Dynamic Amoled 2X,Qualcomm Snapdragon 8 Gen 2,50,3900,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s23/buy/product_color_phantom_black.png?imwidth=481,https://images.samsung.com/is/image/samsung/p6pim/in/sm-s911bzkbins/gallery/in-galaxy-s23-s911-sm-s911bzkbins-535265901?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s23/buy/DM1-web-1.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s23/buy/DM1-web-3.jpg?imbypass=true,,,,,,,,,,,
SAM_S23_256-GREEN,SAM-S23,Samsung Galaxy S23,"Samsung Galaxy S23 5G (Green, 8GB, 256GB)",Samsung,Mobiles,Smartphones,SM-S911BZGC,,,,,,Green,256GB,8GB,Android 13,6.1,Dynamic Amoled 2X,Qualcomm Snapdragon 8 Gen 2,50,3900,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s23/buy/product_color_green.png?imwidth=480,https://images.samsung.com/is/image/samsung/p6pim/in/sm-s911bzgbins/gallery/in-galaxy-s23-s911-sm-s911bzgbins-535265875?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s23/buy/product_color_green.png?imwidth=481,https://images.samsung.com/in/smartphones/galaxy-s23/buy/DM1-web-3.jpg?imbypass=true,,,,,,,,,,,
SAM_S23_128-GREEN,SAM-S23,Samsung Galaxy S23,"Samsung Galaxy S23 5G (Green, 8GB, 128GB)",Samsung,Mobiles,Smartphones,SM-S911BZGB,,,,,,Green,128GB,8GB,Android 13,6.1,Dynamic Amoled 2X,Qualcomm Snapdragon 8 Gen 2,50,3900,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s23/buy/product_color_green.png?imwidth=481,https://images.samsung.com/is/image/samsung/p6pim/in/sm-s911bzgbins/gallery/in-galaxy-s23-s911-sm-s911bzgbins-535265875?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s23/buy/DM1-web-1.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s23/buy/DM1-web-3.jpg?imbypass=true,,,,,,,,,,,
SAM_S23_256-LAVENDER,SAM-S23,Samsung Galaxy S23,"Samsung Galaxy S23 5G (Lavender, 8GB, 256GB)",Samsung,Mobiles,Smartphones,SM-S911BLIC,,,,,,Lavender,256GB,8GB,Android 13,6.1,Dynamic Amoled 2X,Qualcomm Snapdragon 8 Gen 2,50,3900,5G,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/sm-s911blibins/gallery/in-galaxy-s23-s911-446648-sm-s911blibins-536009999?imwidth=480,https://images.samsung.com/is/image/samsung/p6pim/in/sm-s911blibins/gallery/in-galaxy-s23-s911-446648-sm-s911blibins-536009987?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s23/buy/DM1-web-1.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s23/buy/DM1-web-3.jpg?imbypass=true,,,,,,,,,,,
SAM_S23_128-LAVENDER,SAM-S23,Samsung Galaxy S23,"Samsung Galaxy S23 5G (Lavender, 8GB, 128GB)",Samsung,Mobiles,Smartphones,SM-S911BLIB,,,,,,Lavender,128GB,8GB,Android 13,6.1,Dynamic Amoled 2X,Qualcomm Snapdragon 8 Gen 2,50,3900,5G,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/sm-s911blibins/gallery/in-galaxy-s23-s911-446648-sm-s911blibins-536009999?imwidth=481,https://images.samsung.com/is/image/samsung/p6pim/in/sm-s911blibins/gallery/in-galaxy-s23-s911-446648-sm-s911blibins-536009987?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s23/buy/DM1-web-1.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s23/buy/DM1-web-3.jpg?imbypass=true,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAM_S23FE-256GB-M,SAM-S23FE,Samsung Galaxy S23 FE,"Samsung Galaxy S23 FE (Mint, 8GB, 256GB)",Samsung,Mobiles,Smartphones,SM-S711BLGC,"79,999",,,,,Mint,256GB,8GB,Android 13,6.4,Dynamic Amoled 2X,Samsung Exynos 2200,50,4500,5G,,,,,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Color-Selection_Mint_mo.jpg?imwidth=480,https://images.samsung.com/is/image/samsung/p6pim/in/sm-s711blgcins/gallery/in-galaxy-s23-fe-s711-479553-sm-s711blgcins-538355966?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/1stkvdesk.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Product-Group-KV_pc.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Ecosystem-KV_pc.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Offer-KV_Trade-in_pc.jpg?imbypass=true,,,,,,,,,
SAM_S23FE-128GB-M,SAM-S23FE,Samsung Galaxy S23 FE,"Samsung Galaxy S23 FE (Mint, 8GB, 128GB)",Samsung,Mobiles,Smartphones,SM-S711BLGB,"79,999",,,,,Mint,128GB,8GB,Android 13,6.4,Dynamic Amoled 2X,Samsung Exynos 2200,50,4500,5G,,,,,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Color-Selection_Mint_mo.jpg?imwidth=481,https://images.samsung.com/is/image/samsung/p6pim/in/sm-s711blgcins/gallery/in-galaxy-s23-fe-s711-479553-sm-s711blgcins-538355966?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/1stkvdesk.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Product-Group-KV_pc.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Ecosystem-KV_pc.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Offer-KV_Trade-in_pc.jpg?imbypass=true,,,,,,,,,
SAM_S23FE-256GB-GP,SAM-S23FE,Samsung Galaxy S23 FE,"Samsung Galaxy S23 FE (Graphite, 8GB, 256GB)",Samsung,Mobiles,Smartphones,SM-S711BZAC,"79,999",,,,,Graphite,256GB,8GB,Android 13,6.4,Dynamic Amoled 2X,Samsung Exynos 2200,50,4500,5G,,,,,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Color-Selection_Graphite_mo.jpg?imwidth=480,https://images.samsung.com/is/image/samsung/p6pim/in/sm-s711bzacins/gallery/in-galaxy-s23-fe-s711-479553-sm-s711bzacins-538356006?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/1stkvdesk.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Product-Group-KV_pc.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Ecosystem-KV_pc.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Offer-KV_Trade-in_pc.jpg?imbypass=true,,,,,,,,,
SAM_S23FE-128GB-GP,SAM-S23FE,Samsung Galaxy S23 FE,"Samsung Galaxy S23 FE (Graphite, 8GB, 128GB)",Samsung,Mobiles,Smartphones,SM-S711BZAB,"79,999",,,,,Graphite,128GB,8GB,Android 13,6.4,Dynamic Amoled 2X,Samsung Exynos 2200,50,4500,5G,,,,,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Color-Selection_Graphite_mo.jpg?imwidth=481,https://images.samsung.com/is/image/samsung/p6pim/in/sm-s711bzacins/gallery/in-galaxy-s23-fe-s711-479553-sm-s711bzacins-538356006?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/1stkvdesk.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Product-Group-KV_pc.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Ecosystem-KV_pc.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Offer-KV_Trade-in_pc.jpg?imbypass=true,,,,,,,,,
SAM_S23FE-256GB-P,SAM-S23FE,Samsung Galaxy S23 FE,"Samsung Galaxy S23 FE (Purple, 8GB, 256GB)",Samsung,Mobiles,Smartphones,SM-S711BZPC,"79,999",,,,,Purple,256GB,8GB,Android 13,6.4,Dynamic Amoled 2X,Samsung Exynos 2200,50,4500,5G,,,,,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Color-Selection_Purple_mo.jpg?imwidth=480,https://images.samsung.com/is/image/samsung/p6pim/in/sm-s711bzpcins/gallery/in-galaxy-s23-fe-s711-479553-sm-s711bzpcins-538356068?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/1stkvdesk.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Product-Group-KV_pc.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Ecosystem-KV_pc.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Offer-KV_Trade-in_pc.jpg?imbypass=true,,,,,,,,,
SAM_S23FE-128GB-P,SAM-S23FE,Samsung Galaxy S23 FE,"Samsung Galaxy S23 FE (Purple, 8GB, 128GB)",Samsung,Mobiles,Smartphones,SM-S711BZPB,"79,999",,,,,Purple,128GB,8GB,Android 13,6.4,Dynamic Amoled 2X,Samsung Exynos 2200,50,4500,5G,,,,,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Color-Selection_Purple_mo.jpg?imwidth=481,https://images.samsung.com/is/image/samsung/p6pim/in/sm-s711bzpcins/gallery/in-galaxy-s23-fe-s711-479553-sm-s711bzpcins-538356068?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/1stkvdesk.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Product-Group-KV_pc.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Ecosystem-KV_pc.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s23-fe/buy/S23-FE-Offer-KV_Trade-in_pc.jpg?imbypass=true,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAM_ZFOLD7-1TB-BS,SAM-ZF7,Samsung Galaxy Z Fold7,"Samsung Galaxy Z Fold7 (Blue Shadow,16GB, 1TB)",Samsung,Mobiles,Smartphones,SM-F966BDBH,,,,,,Blue Shadow,1TB,16GB,Android 15,8,Dynamic Amoled 2X,Snapdragon 8 Elite for Galaxy,200,4400,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/product_color_blueShadow_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/f2507/gallery/in-galaxy-z-fold7-f966-sm-f966bdbdins-547542946?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_innovation_PC.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-fold7/buy/Q7_Fold7kv_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-flip7/Q7B7_Samsung_only_color_combo_KV_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/Q7_slim_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_animated_PC.mp4,,,,,,,,
SAM_ZFOLD7-512GB-BS,SAM-ZF7,Samsung Galaxy Z Fold7,"Samsung Galaxy Z Fold7 (Blue Shadow,12GB, 512GB)",Samsung,Mobiles,Smartphones,SM-F966BDBG,"186,999",,,,,Blue Shadow,512GB,12GB,Android 15,8,Dynamic Amoled 2X,Snapdragon 8 Elite for Galaxy,200,4400,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/product_color_blueShadow_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/f2507/gallery/in-galaxy-z-fold7-f966-sm-f966bdbdins-547542946?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_innovation_PC.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-fold7/buy/Q7_Fold7kv_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-flip7/Q7B7_Samsung_only_color_combo_KV_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/Q7_slim_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_animated_PC.mp5,,,,,,,,
SAM_ZFOLD7-256GB-BS,SAM-ZF7,Samsung Galaxy Z Fold7,"Samsung Galaxy Z Fold7 (Blue Shadow,12GB, 256GB)",Samsung,Mobiles,Smartphones,SM-F966BDBD,"174,999",,,,,Blue Shadow,256GB,12GB,Android 15,8,Dynamic Amoled 2X,Snapdragon 8 Elite for Galaxy,200,4400,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/product_color_blueShadow_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/f2507/gallery/in-galaxy-z-fold7-f966-sm-f966bdbdins-547542946?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_innovation_PC.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-fold7/buy/Q7_Fold7kv_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-flip7/Q7B7_Samsung_only_color_combo_KV_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/Q7_slim_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_animated_PC.mp6,,,,,,,,
SAM_ZFOLD7-1TB-JB,SAM-ZF7,Samsung Galaxy Z Fold7,"Samsung Galaxy Z Fold7 (Jetblack,16GB, 1TB)",Samsung,Mobiles,Smartphones,SM-F966BZKH,"174,999",,,,,Jetblack,1TB,16GB,Android 15,8,Dynamic Amoled 2X,Snapdragon 8 Elite for Galaxy,200,4400,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/product_color_jetBlack_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/f2507/gallery/in-galaxy-z-fold7-f966-sm-f966bzkdins-547543257?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_innovation_PC.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-fold7/buy/Q7_Fold7kv_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-flip7/Q7B7_Samsung_only_color_combo_KV_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/Q7_slim_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_animated_PC.mp7,,,,,,,,
SAM_ZFOLD7-512GB-JB,SAM-ZF7,Samsung Galaxy Z Fold7,"Samsung Galaxy Z Fold7 (Jetblack,12GB, 512GB)",Samsung,Mobiles,Smartphones,SM-F966BZKG,"186,999",,,,,Jetblack,512GB,12GB,Android 15,8,Dynamic Amoled 2X,Snapdragon 8 Elite for Galaxy,200,4400,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/product_color_jetBlack_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/f2507/gallery/in-galaxy-z-fold7-f966-sm-f966bzkdins-547543257?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_innovation_PC.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-fold7/buy/Q7_Fold7kv_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-flip7/Q7B7_Samsung_only_color_combo_KV_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/Q7_slim_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_animated_PC.mp8,,,,,,,,
SAM_ZFOLD7-256GB-JB,SAM-ZF7,Samsung Galaxy Z Fold7,"Samsung Galaxy Z Fold7 (Jetblack,12GB, 256GB)",Samsung,Mobiles,Smartphones,SM-F966BZKD,"174,999",,,,,Jetblack,256GB,12GB,Android 15,8,Dynamic Amoled 2X,Snapdragon 8 Elite for Galaxy,200,4400,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/product_color_jetBlack_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/f2507/gallery/in-galaxy-z-fold7-f966-sm-f966bzkdins-547543257?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_innovation_PC.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-fold7/buy/Q7_Fold7kv_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-flip7/Q7B7_Samsung_only_color_combo_KV_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/Q7_slim_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_animated_PC.mp9,,,,,,,,
SAM_ZFOLD7-512GB-SS,SAM-ZF7,Samsung Galaxy Z Fold7,"Samsung Galaxy Z Fold7 (Silvershadow,12GB, 512GB)",Samsung,Mobiles,Smartphones,SM-F966BZSD,"186,999",,,,,Silvershadow,512GB,12GB,Android 15,8,Dynamic Amoled 2X,Snapdragon 8 Elite for Galaxy,200,4400,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/product_color_silverShadow_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/f2507/gallery/in-galaxy-z-fold7-f966-sm-f966bzsdins-547543498?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_innovation_PC.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-fold7/buy/Q7_Fold7kv_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-flip7/Q7B7_Samsung_only_color_combo_KV_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/Q7_slim_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_animated_PC.mp10,,,,,,,,
SAM_ZFOLD7-256GB-SS,SAM-ZF7,Samsung Galaxy Z Fold7,"Samsung Galaxy Z Fold7 (Silvershadow,12GB, 256GB)",Samsung,Mobiles,Smartphones,SM-F966BZSG,"174,999",,,,,Silvershadow,256GB,12GB,Android 15,8,Dynamic Amoled 2X,Snapdragon 8 Elite for Galaxy,200,4400,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/product_color_silverShadow_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/f2507/gallery/in-galaxy-z-fold7-f966-sm-f966bzsdins-547543498?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_innovation_PC.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-fold7/buy/Q7_Fold7kv_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-flip7/Q7B7_Samsung_only_color_combo_KV_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/Q7_slim_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_animated_PC.mp11,,,,,,,,
SAM_ZFOLD7-512GB-M,SAM-ZF7,Samsung Galaxy Z Fold7,"Samsung Galaxy Z Fold7 (Mint,12GB, 512GB)",Samsung,Mobiles,Smartphones,SM-F966BLGG,,,,,,Mint,512GB,12GB,Android 15,8,Dynamic Amoled 2X,Snapdragon 8 Elite for Galaxy,200,4400,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/product_color_mint_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/f2507/gallery/in-galaxy-z-fold7-f966-sm-f966blgdins-547543084?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_innovation_PC.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-fold7/buy/Q7_Fold7kv_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-flip7/Q7B7_Samsung_only_color_combo_KV_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/Q7_slim_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_animated_PC.mp12,,,,,,,,
SAM_ZFOLD7-256GB-M,SAM-ZF7,Samsung Galaxy Z Fold7,"Samsung Galaxy Z Fold7 (Mint,12GB, 256GB)",Samsung,Mobiles,Smartphones,SM-F966BLGD,,,,,,Mint,256GB,12GB,Android 15,8,Dynamic Amoled 2X,Snapdragon 8 Elite for Galaxy,200,4400,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/product_color_mint_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/f2507/gallery/in-galaxy-z-fold7-f966-sm-f966blgdins-547543084?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_innovation_PC.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-fold7/buy/Q7_Fold7kv_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-flip7/Q7B7_Samsung_only_color_combo_KV_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/Q7_slim_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-fold7/buy/kv_animated_PC.mp13,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAM_ZFLIP7-512GB-BS,SAM-ZF7,Samsung Galaxy Z Flip7,"Samsung Galaxy Z Flip7 (Blue Shadow,12GB, 512GB)",Samsung,Mobiles,Smartphones,SM-F766BDBE,"121,999",,,,,Blue Shadow,512GB,12GB,Android 15,6.9,Dynamic Amoled 2X,Exynos 2500,50,4300,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-z-flip7/buy/product_color_blueShadow_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/f2507/gallery/in-galaxy-zflip7-f766-sm-f766bdbeins-547545320?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-flip7/buy/FLip7kv_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-flip7/Q7B7_Samsung_only_color_combo_KV_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/B7_slim_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-flip7/buy/B7_Camera_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-flip7/buy/kv_animated_PC.mp4,,,,,,,,
SAM_ZFLIP7-256GB-BS,SAM-ZF7,Samsung Galaxy Z Flip7,"Samsung Galaxy Z Flip7 (Blue Shadow,12GB, 256GB)",Samsung,Mobiles,Smartphones,SM-F766BDBA,"109,999",,,,,Blue Shadow,256GB,12GB,Android 15,6.9,Dynamic Amoled 2X,Exynos 2500,50,4300,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-z-flip7/buy/product_color_blueShadow_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/f2507/gallery/in-galaxy-zflip7-f766-sm-f766bdbeins-547545320?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-flip7/buy/FLip7kv_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-z-flip7/Q7B7_Samsung_only_color_combo_KV_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/B7_slim_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-flip7/buy/B7_Camera_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-z-flip7/buy/kv_animated_PC.mp5,,,,,,,,
